metric_name,metric_definition,roi,color_space,exposure,d65_gt_ab,d65_gt_ab_std,led_rgb1_gt_ab,led_rgb1_gt_ab_std,r3dg_led_rgb1_ab,gsir_led_rgb1_ab,r3dg_led_rgb1_paired_mean_prediction_to_gt,gsir_led_rgb1_paired_mean_prediction_to_gt,model_ab_definition_status,source_reports
symmetric_relative_l2,"||A-B|| / ((||A||+||B||)/2 + 1e-12), masked linear RGB arrays",datasets/plane_exact/eval/test_8/led_rgb1/masks/test_01..test_08.npy,"linear RGB, Nikon D5100 R/G/B order",fixed shared linear_exposed_npy contract; no automatic normalization,0.019484176910851442,0.00022041815270694507,0.5303539735322715,0.0010147787535284458,,,0.5036317266852786,0.4413526274505164,not_available_common_prediction,"{'gt': 'outputs/plane_exact_all_lights_roi_summary.csv', 'r3dg': 'outputs/logs/r3dg/view_3_stage2_neilf/PAIRED_WORLD_LEDRGB1_CENTER_PROXY_EXPOSED_R3DGCONV_REPORT.json', 'gsir': 'outputs/logs/gsir/view_3_stage2_d65/PAIRED_WORLD_LEDRGB1_CENTER_PROXY_EXPOSED_REPORT.json'}"
